kharakteristik,laki-laki kurang dari sekolah menengah,laki-laki ijazah sekolah menengah atas/beberapa pasca sekolah menengah,sertifikat perdagangan pria atau ijazah perguruan tinggi,gelar universitas pria,perempuan kurang dari sekolah menengah atas,ijazah sekolah menengah atas wanita/beberapa pasca sekolah menengah,sertifikat perdagangan wanita atau ijazah perguruan tinggi,gelar universitas wanita
persen semuanya,8.5,26.1,35.9,29.6,5.4,18.5,34.3,41.8
persen semua orang Kanada yang lahir non-aborigin,8.5,27.2,38.1,26.2,4.9,18.5,36.8,39.8
persen seluruh penduduk asli,20.1,34.4,36.4,9.1,15.9,28.7,37.1,18.3
persen semua imigran,6.5,20.7,27.4,45.4,5.3,17.0,25.9,51.8
persen cmas dan cas dibandingkan area lainnya,,,,,,,,
persen cmas dan cas dibandingkan area lain cma/ca,7.7,25.5,34.5,32.4,4.8,18.1,32.9,44.2
persen cmas dan cas dibandingkan area lain di luar cma/ca,14.2,30.3,46.0,9.6,9.9,22.0,44.7,23.4
persen provinsi,,,,,,,,
persen provinsi newfoundland dan labrador,8.2,24.8,45.5,21.5,3.5,21.9,42.1,32.5
persen provinsi pulau pangeran edward,6.2,32.1,31.5,30.2,4.1,18.0,34.1,43.8
persen provinsi nova scotia,7.3,29.1,35.7,28.0,4.5,18.0,33.7,43.8
persen provinsi new brunswick,7.4,30.5,41.5,20.7,3.8,22.5,39.0,34.7
persen provinsi quebec,11.5,18.0,44.0,26.5,6.2,11.9,42.1,39.8
persen provinsi ontario,7.6,26.2,32.5,33.7,5.1,17.6,32.1,45.3
persen provinsi manitoba,9.4,34.5,31.4,24.7,6.3,27.1,29.7,36.8
persen provinsi saskatchewan,8.9,31.2,34.8,25.1,6.7,24.7,30.1,38.5
persen provinsi alberta,8.2,27.5,36.3,28.0,5.9,22.6,33.1,38.4
persen provinsi british columbia,6.2,33.2,31.1,29.5,4.5,23.6,30.1,41.8
